NO;DATE;GULA PASIR LOKAL
1186;12/12/2022;14150
1187;13/12/2022;14150
1188;14/12/2022;14150
1189;15/12/2022;14150
1190;16/12/2022;14150
1191;19/12/2022;14150
1192;20/12/2022;14150
1193;21/12/2022;14150
1194;22/12/2022;14100
1195;23/12/2022;14150
1196;26/12/2022;14150
1197;27/12/2022;14100
1198;28/12/2022;14100
1199;29/12/2022;14100
1200;30/12/2022;14100
1201;02/01/2023;14100
1202;03/01/2023;14100
1203;04/01/2023;14000
1204;05/01/2023;14000
1205;06/01/2023;14000
1206;09/01/2023;13950
1207;10/01/2023;13950
1208;11/01/2023;14000
1209;12/01/2023;14050
1210;13/01/2023;14050
1211;16/01/2023;14050
1212;17/01/2023;14000
1213;18/01/2023;14050
1214;19/01/2023;14050
1215;20/01/2023;14050
1216;23/01/2023;14000
1217;24/01/2023;14050
1218;25/01/2023;14050
1219;26/01/2023;14050
1220;27/01/2023;14050
1221;30/01/2023;14050
1222;31/01/2023;14050
1223;01/02/2023;14050
1224;02/02/2023;14050
1225;03/02/2023;14050
1226;06/02/2023;14050
1227;07/02/2023;14050
1228;08/02/2023;14050
1229;09/02/2023;14050
1230;10/02/2023;14050
1231;13/02/2023;14050
1232;14/02/2023;14050
1233;15/02/2023;14050
1234;16/02/2023;14050
1235;17/02/2023;14050
1236;20/02/2023;14100
1237;21/02/2023;14100
1238;22/02/2023;14050
1239;23/02/2023;14100
1240;24/02/2023;14100
1241;27/02/2023;14100
1242;28/02/2023;14100
1243;01/03/2023;14050
1244;02/03/2023;14100
1245;03/03/2023;14100
1246;06/03/2023;14050
1247;07/03/2023;14100
1248;08/03/2023;14100
1249;09/03/2023;14100
1250;10/03/2023;14100
1251;13/03/2023;14100
1252;14/03/2023;14100
1253;15/03/2023;14050
1254;16/03/2023;14100
1255;17/03/2023;14100
1256;20/03/2023;14100
1257;21/03/2023;14100
1258;22/03/2023;14100
1259;23/03/2023;14150
1260;24/03/2023;14100
1261;27/03/2023;14150
1262;28/03/2023;14150
1263;29/03/2023;14150
1264;30/03/2023;14150
1265;31/03/2023;14150
1266;03/04/2023;14100
1267;04/04/2023;14100
1268;05/04/2023;14100
1269;06/04/2023;14100
1270;07/04/2023;14050
1271;10/04/2023;14100
1272;11/04/2023;14200
1273;12/04/2023;14200
1274;13/04/2023;14200
1275;14/04/2023;14200
1276;17/04/2023;14200
1277;18/04/2023;14200
1278;19/04/2023;14100
1279;20/04/2023;14100
1280;21/04/2023;14100
1281;24/04/2023;14100
1282;25/04/2023;14050
1283;26/04/2023;14200
1284;27/04/2023;14200
1285;28/04/2023;14200
1286;01/05/2023;14150
1287;02/05/2023;14200
1288;03/05/2023;14250
1289;04/05/2023;14250
1290;05/05/2023;14250
1291;08/05/2023;14250
1292;09/05/2023;14250
1293;10/05/2023;14250
1294;11/05/2023;14250
1295;12/05/2023;14250
1296;15/05/2023;14300
1297;16/05/2023;14250
1298;17/05/2023;14300
1299;18/05/2023;14400
1300;19/05/2023;14300
